pharmacy	'fɑrməsi	'fɑːməsɪ	n::药房；配药学，药剂学；制药业；一批备用药品::a shop or a part of a shop where medicines are prepared and sold	college of pharmacy::药学院；药剂学院¦pharmacy equipment::药房设备	an all-night pharmacy::通宵药店	n::药房；[药]配药学，药剂学；制药业；一批备用药品::dispensary, officina	n::pharmacist:: 药剂师¦n::pharmacopoeia:: 药典，处方书；一批备用药品¦n::pharmaceutics:: 制药学；配药学		 pharma(药； 毒) + cy → 药店； 药剂学			
show	ʃo	ʃəu	vi:: 显现， 显露， 露面； 演出， 放映::to let your feelings, attitudes, or personal qualities be clearly seen¦n::表演，节目；演出，上映；展览，展览物，展览会；显示，展示；表面，外观::a performance for the public, especially one that includes singing, dancing, or jokes¦vt::给看，显示，出示；引领，带领；教，告知，说明；表明，证明::to let someone see something	show oneself::露面¦on show::展览着，在公开展出¦show up::露面；露出；揭露¦show in::领入；领人¦show off::炫耀；卖弄¦in show::外表上；有名无实地¦tv show::n. 电视节目¦for show::为了外表，为了装门面，为引起注意；为炫耀¦talk show::脱口秀；访谈节目¦fashion show::时装秀；时装表演会¦put on a show::假装给人家看；装病¦trade show::贸易展览；内部预映¦show business::娱乐业；娱乐性行业（等于showbiz）¦show itself::v. 呈现；可看出¦show signs of::显示…迹象¦slide show::放映幻灯片¦variety show::综艺节目；杂耍表演¦talent show::才艺表演会；业余演出比赛¦motor show::汽车展览会¦television show::电视节目	Think positively and show some determination.::要往好的方面想，拿出决心来。¦She had learned not to show her emotions .::她早就学会了不流露出自己的感情。¦It was the sound a man might make when in pain but trying not to show it.::那是一个人强忍着疼痛不愿表露出来时发出的声音。¦Mary showed great interest in the children.::玛丽对这些小孩子表示出极大的兴趣。	vt::显示；说明；演出；展出::reveal, make clear, prove, say¦vi::显示；说明；指示::make clear, to display¦n::显示；表演；炫耀::exhibition, display, performance, manifestation	adj::showy:: 艳丽的；炫耀的；显眼的¦adv::showily:: 华贵地；炫耀地¦n::showing:: 放映；表演；陈列¦n::shew:: 展览；表示（等于show）¦n::showmanship:: 表演技巧；吸引观众的窍门¦n::showiness:: 炫耀；卖弄；华丽¦v::showing:: 展示（show的ing形式）¦v::shew:: 展出；炫耀，卖弄（show的过去分词）					
description	dɪ'skrɪpʃən	di'skripʃən	n:: 描写， 描述； 说明书； 作图； 种类， 性质::a piece of writing or speech that gives details about what someone or something is like	detailed description::详细描述；详细说明¦job description::工作说明¦brief description::简要说明；简介¦general description::一般说明，总则¦product description::产品描述；产品说明；产品介绍¦physical description::物理描述；外形著录¦formal description::形式描述¦full description::完整叙述，充分的描述¦beyond description::无法形容，难以形容¦vivid description::生动的描述；生动的报导¦complete description::完整的叙述，圆满的描述¦problem description::问题描述，问题说明¦short description::简短说明；简要说明；短注释¦functional description::[计]功能性说明¦technical description::技术说明¦give a description of::描写，描述；对…进行描述¦item description::项目描述¦description of goods::货物摘要；货物名称	The booklet gives a brief description of each place.::这本小册子对每一个地方都作了简短的介绍。¦Berlin sounds fascinating from your description.::从你的描述来看，柏林是个迷人的城市。	n::描述，描写；类型；说明书::presentation, type, style, characterization	adj::descriptive:: 描写的，叙述的；描写性的¦adj::described:: 描述的¦adj::describable:: 可记述的；可描写的¦adv::descriptively:: 叙述地¦n::descriptor:: 描述符号¦n::descriptivism:: 描写主义；描述主义；描述论¦v::described:: 描述，描写（describe的过去式）¦vt::describe:: 描述，形容；描绘		 de + script(写) + ion → 描写， 描述			
disappear	'dɪsə'pɪr	ˌdisə'piə	vi:: 消失， 不见； 消亡， 失踪::to become impossible to see any longer	disappear from::从…处消失	At this point the path seemed to disappear altogether (= disappear completely ) .::小路到这里好像完全消失了。	vi::消失；失踪；不复存在::blank, vanish away¦vt::使…不存在；使…消失::plough under	n::disappearance:: 消失；不见		 dis(不， 消失掉) + appear(出现) → 不见， 消失			
redundant	rɪ'dʌndənt	ri'dʌndənt	adj:: 失业， 被解雇的； 多余的， 过剩的::if you are redundant, your employer no longer has a job for you	redundant information::冗余信息¦redundant system::[计]冗余系统¦redundant code::冗余码	Seventy factory workers were made redundant in the resulting cuts.::在继而发生的裁员中，70名工厂工人被解雇。	adj::[计]多余的，过剩的；被解雇的，失业的；冗长的，累赘的::spare, unnecessary, surplus, waste, superfluous			 red( = re， 一再) + und( = undulate， 波动) + ant → 反复波动 → 反复出现 → 多余的			
recession	rɪ'sɛʃən	ri'seʃən	n:: 不景气， 衰退； 衰退期； 撤回， 退回::a difficult time when there is less trade, business activity etc in a country than usual	economic recession::经济衰退	the economic recession of the early 1980s::20世纪80年代初的经济衰退¦There is deep recession in the UK.::英国处于严重的经济衰退之中。	n::衰退；不景气；后退；凹处::depression, downturn, decline, cavity	adj::recessive:: 隐性的；逆行的；后退的¦adj::recessionary:: （经济）衰退的；衰退期的¦adj::recessional:: 后退的；（英）议会休会的¦n::recess:: 休息；休会；凹处¦n::recessive:: 隐性性状¦n::recessional:: （礼拜仪式后牧师及唱诗班退场时所唱的）退场赞美诗¦vi::recess:: 休息；休假¦vt::recess:: 使凹进；把…放在隐蔽处		 re(反) + cess(行走) + ion → 向后走 → 撤回			
button	'bʌtn	'bʌtən	v:: 扣上， 扣紧::to fasten clothes with buttons, or to be fastened with buttons¦n::纽扣；按钮，电钮::a small round flat object on your shirt, coat etc that you pass through a hole to fasten it	on the button::准确，确切¦mouse button::鼠标按钮¦cancel button::取消按钮¦call button::叫人铃或警报铃之按钮¦radio button::单选按钮¦start button::启动按钮¦push button::按钮¦reset button::[计]重置键；复原按钮¦toolbar button::[计]工具栏按钮；工具条按钮¦push the button::按下按钮¦ok button::OK按钮¦play button::播放按钮；工作按钮¦stop button::停止按钮；制动按钮；停车按钮¦button switch::按钮开关¦command button::n. 命令按钮¦button up::按上，扣住；完成；守口如瓶¦power button::电源按钮；电源开关¦press button::按钮开关¦control button::控制按钮；操纵按钮¦belly button::肚脐；脐孔	Sam, make sure Nina buttons up her jacket.::萨姆，要让尼娜把上衣扣好。	n::[电]按钮；钮扣::pushbutton, press-button¦vt::扣住；扣紧；在…上装钮扣::infibulate, buckle¦vi::扣住；装有钮扣；扣上钮扣::buckle	adj::buttoned:: 扣紧的；用钮扣装饰的¦adj::buttony:: 多钮扣的；钮扣状的¦v::buttoned:: 扣住（button的过去式和过去分词）					
typist	'taɪpɪst	'taipist	n:: 打字员::a secretary whose main job is to  type  letters		I’m a slow typist.::我打字很慢。	n::[印刷]打字员，打字者::typer	n::typing:: 打字；键入¦v::typing:: 打字；按类型把…归类（type的现在分词）		 typ(看作type， 打字) + ist → 打字员			
conclusion	kən'kluʒn	kən'kluːʒən	n:: 结论， 推论； 结尾； 缔结， 议定::something you decide after considering all the information you have	in conclusion::总之；最后¦draw a conclusion::得出结论；作结论¦come to a conclusion::得出结论；告终¦come to the conclusion::得出结论¦draw the conclusion::得出结论；推断¦came to the conclusion::意识到了；得出相同的结论¦at the conclusion of::在…终了时，当…完结时¦reach a conclusion::得出结论；达成一个结论¦foregone conclusion::预料之中必然发生的事情；不可避免的结局¦bring to a conclusion::vt. 结束（使终止）；谈定（买卖等）¦draw conclusion::下结论¦arrive at a conclusion::得出一个结论¦expert conclusion::鉴定结论¦audit conclusion::审计结论	These are the report’s main conclusions.::这些就是这篇报告的主要结论。¦It is still too early to reach a conclusion on this point.::在这一点上作出结论还为时过早。¦There are perhaps two main conclusions to be drawn from the above discussion.::从以上的讨论也许可以得出两个主要的结论。¦All the evidence pointed to the conclusion that he was guilty.::所有证据都表明他是有罪的。¦It’s important not to jump to conclusions .::决不要贸然下结论。¦The police came to the inescapable conclusion that the children had been murdered.::警方得出了无法回避的结论: 这些儿童被谋杀了。	n::结论；结局；推论::outcome, ending, consequence, verdict	adj::conclusive:: 决定性的；最后的；确实的；确定性的¦adj::concluded:: 推论的¦adj::concluding:: 结束的；最后的¦n::conclusiveness:: 结论性；决定性¦v::concluded:: 结束；推断；作结论（conclude的过去分词）¦vi::conclude:: 推断；断定；决定¦vt::conclude:: 推断；决定，作结论；结束		来自conclude(v. 推论出； 结束)			
durable	'dʊrəbl	'djuərəbl	adj:: 耐用的； 持久的::staying in good condition for a long time, even if used a lot	durable goods::耐用品¦durable press::耐久压烫¦durable material::耐久物料；耐用材料¦durable in use::经久耐用¦durable consumer goods::耐用消费品¦attractive and durable::美观耐用¦consumer durable::耐用消费品	Wood is a durable material.::木头是耐用材料。	adj::耐用的，持久的::continued, sustained, service, lasting¦n::耐用品::hardgoods	n::durability:: 耐久性；坚固；耐用年限		 dur(持续) + able(…的) → 持久的			
hypermarket	'haɪpɚmɑrkɪt	'haipəˌmɑːkit	n:: 特大超市， 超大型自助商场::a very large  supermarket 		It is natural for the shopkeeper to feel annoyed when the hypermarket is set up close to his shop.::当特大超级市场挨着这家商场建立起来时，店主感到苦恼是正常的。¦Once the rubble is cleared away, the planis to turn the site into a commercial complex, with an indoor theme park, hugefive-star hotel, hypermarket, and office block.::拆掉后，计划是将这个地块变成商业综合体，里面将设立室内主题公园，巨型五星级酒店，大型超市以及办公大楼。				 hyper(超过) + market(市场) → 超过一般市场的 → 特大超市			
negative	'nɛɡətɪv	'negətiv	adj::否定的，消极的；负的::considering only the bad qualities of a situation, person etc and not the good ones¦n:: 底片， 负数::an image on a photographic film that shows dark areas as light and light areas as dark, from which the final picture is printed	negative effect::负面影响；负效应；负磁力效应¦positive and negative::正反；肯定和否定¦negative influence::不利影响；消极作用；负影响¦negative pressure::[物]负压；[计]负压力¦in the negative::adj. 否定的；反对的¦negative correlation::[经]负相关¦negative feedback::负反馈；负回授¦negative ion::阴离子¦negative growth::负增长；贸增长¦negative attitude::消极态度¦positive and negative effects::正负作用¦negative transfer::负迁移（心理）¦negative factor::[经]消极因素¦negative sequence::逆序¦negative electrode::负极，负电极；阴极¦negative temperature::负温度，负绝对温度；零下温度¦negative charge::负电荷¦negative value::负值¦gram negative::adj. 革兰氏阴性的；革兰氏〔染色）阴性的¦false negative::伪阴性	students with a negative attitude to school::对上学抱消极态度的学生¦They have a uniformly negative image of the police.::他们都对警察印象不好。¦Jean rarely sounded so negative about her mother.::琼很少这么说她母亲不好。	adj::[数]负的；消极的；[语]否定的；阴性的::passive, destructive¦n::[语]否定；负数；[摄]底片::infirmation, disaffirmation¦vt::[语]否定；拒绝::deny, refuse	adv::negatively:: 消极地；否定地¦n::negate:: 对立面；反面¦n::negation:: 否定，否认；拒绝¦n::negativity:: 否定性；消极性¦n::negativeness:: 消极性；否定性¦n::negativism:: 否定论；消极论；反对癖性¦n::negativist:: 消极主义者，否定论者¦n::negatron:: [物] 阴电子（等于negative electron）¦vi::negate:: 否定；否认；无效¦vt::negate:: 否定；取消；使无效		 neg(否定) + ative(…的) → 否定的			
impose	ɪm'poz	im'pəuz	vi:: 利用， 占便宜； 欺骗::¦vt::把…强加于；征；处以::If you impose your opinions or beliefs on other people, you try and make people accept them as a rule or as a model to copy	impose on::利用；欺骗；施加影响于¦impose a fine::处以罚款	Parents should beware of imposing their own tastes on their children.::父母应该提防把自己的兴趣强加给孩子。¦Parents should beware of imposing their own tastes on their children.::父母应该提防把自己的兴趣强加给孩子。	vi::利用；欺骗；施加影响::do with, trade on¦vt::强加；征税；以…欺骗::force, levy tax	adj::imposed:: 强加的；施加的；应用的¦adj::imposing:: （建筑物等）壮观的；威风的；（仪表）堂堂的；给人深刻印象的¦n::imposition:: 征收；强加；欺骗；不公平的负担¦n::imposture:: 欺诈，欺骗；冒牌¦v::imposed:: 欺骗（impose的过去分词）；把…强加于¦v::imposing:: impose的ing形式		 im(表加强) + pos(放) + e → 强行放置 → 强加			
decentralization	lɪ'zsɛntrəlaɪ'zeʃən	diːˌsentrəlai'zeiʃən	n:: 权力下放； 分散经营； 分权::		The decentralization of power appeals to individualism and libertarian humanism.::分散权力迎合自由放任主义和自由人道主义。	n::分散；[经管]非集权化；（人口、工业等的）[军]疏散::dispersal, deconcentration	adj::decentralized:: 分散的；分散化，分散式；分散管理的；去中心化¦n::decentralisation:: 地方分权；疏散（等于decentralization）¦n::decentralize:: 分散¦vi::decentralize:: 分散集权；疏散¦vt::decentralized:: 使分散；使分权（decentralize的过去分词）¦vt::decentralize:: 使分散；使分权；疏散¦vt::decentralise:: （英）分散；分权（等于decentralize）		 de(离开) + centralization(集中化) → 分散经营			
self-employed	'selfəm'plɔid	ˌselfim'plɔid	adj:: 自己经营的::working for yourself and not employed by a company		a self-employed plumber::一名个体经营的管子工¦pension plans for the self-employed::为自雇者安排的养老金计划							
defend	dɪ'fɛnd	di'fend	vt:: 防守， 保护； 为…辩护::to do something in order to protect someone or something from being attacked	defend oneself::自卫；申辩；自行辩护¦defend against::防卫，保卫；抵抗¦defend with::用…防卫	a struggle to defend our homeland::保卫我们祖国的斗争	vt::[法]辩护；防护::to claim, forefend¦vi::保卫；防守::hold position	adj::defendant:: 辩护的；为自己辩护的¦adj::defensive:: 自卫的；防御用的¦adj::defending:: 卫冕的；防御中的；防守型的¦adj::defensible:: 可防御的；可辩护的；可拥护的¦adj::defenseless:: 无防备的¦adj::defenceless:: （英）无防御的；无保护的¦adj::defendable:: 可防御的¦adv::defensively:: 防御地；守势地¦n::defense:: 防卫，防护；防御措施；防守；vt. 谋划抵御¦n::defence:: 防御；防卫；答辩；防卫设备¦n::defendant:: 被告¦n::defensive:: 防御；守势¦n::defender:: 防卫者，守卫者；辩护者；拥护者；卫冕者¦n::defensiveness:: 防御；防御性¦n::defenselessness:: 无防御¦v::defending:: 防护；防卫（defend的ing形式）		 de(去掉) + fend(打击) → 防守， 保护			
arrive	ə'raɪv	ə'raiv	vi::到达；到来，发生::to get to the place you are going to¦vt:: 达到； 得出结论； 达成::to get to the place you are going to	arrive at::达到，达成；到达某地¦arrive in::抵达，到达¦arrive from::从某地来（这里）¦arrive on::到达¦arrive home::到家¦arrive at a conclusion::得出一个结论¦arrive at a decision::决定下来¦to arrive late::迟到	Give me a call to let me know you’ve arrived safely.::打个电话给我，告诉我你已平安到达。¦By the time the police arrived on the scene, the burglars had fled.::警方赶到现场时，窃贼已经逃跑了。	vi::到达；成功；达成；出生::land, win, make good	n::arrival:: 到来；到达；到达者¦n::arriver:: 到达者					
stagflation	stæɡ'fleʃən	stæg'fleiʃən	n:: 滞胀::an economic situation in which there is  inflation (= a continuing rise in prices )  but many people do not have jobs and businesses are not doing well		Many of the industrialized economies would be pushed into a cycle of stagflation.::许多工业化经济将被推入到一个滞胀的循环中。		adj::stagflationary:: 滞胀的					
statement	'stetmənt	'steitmənt	n:: 陈述， 声明， 说法； 结算单， 报表； 报告书； 财务报告； 申报； 借贷对照表； 清单::something you say or write, especially publicly or officially, to let people know your intentions or opinions, or to record facts	financial statement::财务报表，财政报告；财政决算¦income statement::[会计]损益表¦joint statement::联合声明¦bank statement::银行结单¦mission statement::宗旨¦written statement::书面声明；文告¦accounting statement::会计报表¦make a statement::陈述；作供¦false statement::假语句；假命题；不实报表；虚假声明¦cash flow statement::现金流转表，现金流量表¦official statement::正式声明¦statement analysis::财务报表分析；决算表分析¦impact statement::影响报表；影响的报告¦personal statement::个人陈述¦an official statement::官方声明；正式声明¦privacy statement::隐私权声明¦policy statement::政策声明¦environmental impact statement::环境影响评介；环境预断评介¦fashion statement::时尚宣言¦monthly statement::银行每月结单	In an official statement, she formally announced her resignation.::在一份官方声明中，她正式宣布辞职。	n::[法]声明；陈述，叙述；报表，清单::presentation, profession, relation, representation, bill	adj::state:: 国家的；州的；正式的¦adj::stated:: 规定的；阐明的；定期的¦n::state:: 国家；州；情形¦v::stated:: 规定（state的过去分词）；陈述；阐明¦vt::state:: 规定；声明；陈述		 state(声明) + ment → 声明			
trademark	'tred'mɑrk	'treidmɑːk	n:: 商标， 牌号； 特征， 标记::a special name, sign, or word that is marked on a product to show that it is made by a particular company, that cannot be used by any other company	registered trademark::注册商标¦trademark law::商标法¦famous trademark::著名商标；驰名商标¦trademark infringement::商标侵权；侵犯商标专用权¦patent and trademark office::专利与商标局	The striped T-shirt became the comedian’s trademark.::条纹T恤衫成了这位喜剧演员的标记。	n::[贸易]商标::brand, logo, label			 trade(买卖) + mark(标志) → 买卖的东西的标志 → 商标			
factor	'fæktɚ	'fæktə	n:: 因素， 要素::one of several things that influence or cause a situation	factor in::…的因素；将…纳入¦key factor::关键因素；主要因素¦factor analysis::因子分析；要素分析¦factor of production::生产要素¦growth factor::增长因子；增长系数；放大因子；经济增长因素¦power factor::功率因数；功率系数¦power factor (pf)::功率因素¦influencing factor::影响因素；影响因子¦influence factor::n. 影响因素；电话干扰系数¦risk factor::风险因素，危险系数¦major factor::主要因素¦safety factor::安全系数¦decisive factor::决定性因素¦critical factor::关键因素；临界因素¦primary factor::主因子，准素因子；一次因素¦quality factor::[物]品质因数；[核]品质因子；[物]质量指标¦intensity factor::强度因子；强度因素¦stress intensity factor::应力强度因子；应力强度因数¦recovery factor::采收率；回收系数¦environmental factor::环境因素，环境因子	The rise in crime is mainly due to social and economic factors.::犯罪率上升主要由社会和经济因素造成。	n::因素；[经]要素；[物]因数；代理人::element, deputy, agent, basic, essential	n::factory:: 工厂；制造厂；代理店¦n::factoring:: [数] 因子分解，[数] 因式分解；保付代理¦n::factorization:: [数] 因子分解；[数] 因式分解¦v::factoring:: 把…因素包括进去（factor的ing形式）¦vt::factorize:: 因式分解；把复杂计算分解为基本运算		 fact(事实， 论据) + or(抽象名词) → 重要论据 → 要素， 因素			
delivery	dɪ'lɪvəri	di'livəri	n:: 投递， 送交； 交付， 交货； 分娩； 投递的邮件； 分送的货物； 讲话方式， 演讲风格::the act of bringing goods, letters etc to a particular person or place, or the things that are brought	delivery time::交货时间¦delivery system::传送系统；运载系统；分配系统¦prompt delivery::限时专送¦delivery date::交货日期¦express delivery::快递，限时专送¦delivery service::送货服务；交付服务¦service delivery::服务提供；服务交付¦on-time delivery::准时交货¦cash on delivery::货到付现¦delivery of goods::商品的交付；货物发送¦time of delivery::交货时间¦date of delivery::交货日期¦free delivery::n. 免费邮递¦take delivery of::取货；接受¦document delivery::文档传递¦delivery status::投送状态¦home delivery::送货上门¦mail delivery::邮递¦delivery status notification::投递状态通知¦take delivery::收货；提取	Most Indian restaurants offer free delivery.::大多数印度餐馆提供免费外送服务。¦You can expect delivery in a week to ten days.::你可以在一周至十天内收到货物。¦fresh milk deliveries::新鲜牛奶递送	n::[贸易]交付；[妇产]分娩；递送::labour, handing over	adj::deliverable:: 可以传送的；可交付使用的¦n::deliver:: 投球¦n::deliverer:: 拯救者；交付者；投递者¦vi::deliver:: 实现；传送；履行；投递¦vt::deliver:: 交付；发表；递送；释放；给予（打击）；给…接生					
election	ɪ'lɛkʃən	i'lekʃən	n:: 选举， 推举； 当选::when people vote to choose someone for an official position	presidential election::总统选举；总统大选¦general election::大选，普选¦election campaign::竞选运动；选举活动¦election day::选举日¦election committee::选举委员会¦primary election::（美）初选；预选¦by election::通过选举¦competitive election::差额选举¦special election::补选¦snap election::提前选举；临时选举；仓促的选举	The Labour Party won the 2001 election by a huge majority.::工党在2001年选举中以巨大优势获胜。¦Elections for the state governorship will be on November 25.::州长选举将于11月25日举行。	n::选举；当选；选择权；上帝的选拔::option, vote, choice	adj::elect:: 选出的；当选的；卓越的¦adj::elective:: 选修的；选举的；选任的¦adj::electoral:: 选举的；选举人的¦adj::electioneering:: 竞选活动的¦n::elect:: 被选的人；特殊阶层；上帝的选民¦n::elective:: 选修课程¦n::elector:: 选举人；有选举权的人；总统选举人¦n::electioneer:: 从事选举活动；积极竞选的人¦n::electioneering:: 竞选活动¦v::electioneering:: 从事选举活动（electioneer的ing形式）¦vi::elect:: 作出选择；进行选举¦vi::electioneer:: 从事选举活动；积极参加竞选¦vt::elect:: 选举；选择；推选¦vt::elected:: 选举，推选					
lavish	'lævɪʃ	'læviʃ	adj::过分丰富的，无节制的；过分慷慨的，浪费的::very generous¦vt:: 慷慨地给予； 挥霍::to give someone or something a lot of love, praise, money etc		a royal palace on a lavish scale::庞大的皇宫	adj::浪费的；丰富的；大方的::abundant, full, generous, wasted, handsome¦vt::浪费；慷慨给予；滥用::lose, spend, strain, abuse	adv::lavishly:: 丰富地；浪费地¦n::lavishness:: 浪费；过度		 lav(洗) + ish(…的) → 花钱如流水的 → 过分慷慨的， 浪费的			
introduce	ˌɪntrə'dus	ˌintrə'djuːs	vt:: 介绍； 引进， 传入； 提出， 提出供讨论； 投放::to formally present a possible new law to be discussed	introduce oneself::自我介绍¦introduce myself::自我介绍¦introduce yourself::自我介绍；介绍你自己¦introduce into::v. 引进	Several senators introduced legislation aimed at sexual harassment.::几位参议员提交了针对性骚扰的立法议案。	vt::介绍；引进；提出；采用::present, recommend, prefer, file, advance	adj::introductory:: 引导的，介绍的；开端的¦n::introduction:: 介绍；引进；采用；入门；传入		 intro(向内) + duce(引导， 引领) → 引进			
barometer	bə'rɑmɪtɚ	bə'rɔmitə	n:: 气压计， 晴雨表； 指标::an instrument that measures changes in the air pressure and the weather, or that calculates height above sea level		The skin is an accurate barometer of emotional and physical health.::皮肤是反映一个人身心健康状况的准确指标。	n::[气象]气压计；睛雨表；显示变化的事物::weatherglass	adj::barometric:: 气压的¦adj::barometrical:: 气压计的¦n::barograph:: [气象] 自动记录式气压计		 baro(重压) + meter(仪表) → 气压计			
futures	'fjʊtʃɚz	'fjuːtʃəs	n:: 期货； 期货交易； 期货合同::When people trade in futures, they buy stocks and shares, commodities such as coffee or oil, or foreign currency at a price that is agreed at the time of purchase for items which are delivered some time in the future	futures market::期货市场¦futures exchange::期货交易所；远期外汇；外汇期货¦futures trading::期货交易¦futures contract::期货交易合同¦futures price::期货价格；未来价格¦financial futures::金融期货¦shanghai futures exchange::上海期货交易所¦futures trade::期货交易¦futures transaction::期货交易；先物取引¦currency futures::货币期货；外汇期货¦interest rate futures::利率期货	This report could spur some buying in corn futures when the market opens today.::这份报告会在今天开市时刺激玉米期货的一些购买行为。							
XD		eks'dividend	n:: 无息股::									
bond	bɑnd	bɔnd	v:: 黏合， 结合::if two things bond with each other, they become firmly fixed together, especially after they have been joined with glue¦n::联结，联系；黏结剂，黏合剂；公债，债券；契约，合同::an official document promising that a government or company will pay back money that it has borrowed, often with  interest 	bond market::债券市场¦in bond::（进口货物）在关栈中；保税¦bond strength::[化]粘合强度；键强度¦james bond::詹姆斯邦德¦hydrogen bond::[化]氢键¦chemical bond::[化]化学键¦bond yields::公债利息；债券市场利息率¦convertible bond::可换公司债；可转换证券¦corporate bond::企业债券¦bond fund::债券基金¦double bond::双键¦government bond::n. 公债；政府公债¦bond graph::键合图¦bond investment::[经]债券投资¦covalent bond::n. [化]共价键¦bond issue::债券发行¦treasury bond::（美国财政部发行的5年期以上的）长期国库券¦bond length::键长¦performance bond::[经]履约保证书¦vitrified bond::陶瓷粘结剂；玻璃熔结剂	It takes less than ten minutes for the two surfaces to bond.::用不了十分钟两个表面就会黏合起来。	n::[金融]债券；结合；约定；粘合剂::combination, convention, coupling, wedding, adhesive¦vi::结合，团结在一起::couple, become one, combine¦vt::使结合；以…作保::combine, tie in	adj::bonding:: 结合的；黏结的¦adj::bonded:: 有担保的；存入保税仓库的¦n::bonding:: 粘合；[机][电子] 压焊¦v::bonding:: 结合（bond的现在分词）；联系¦v::bonded:: 结合（bond的过去分词）		 “绑得” → 绑在一起 → 联结； 合同			
momentum	mo'mɛntəm	məu'mentəm	n:: 动力， 冲力， 势头； 动量::the ability to keep increasing, developing, or being more successful	angular momentum::[化]角动量¦momentum equation::动量方程¦momentum conservation::动量守恒¦momentum transfer::动量传递；动量交换¦conservation of momentum::动量守恒；动量不变原理¦momentum flux::动量通量¦linear momentum::线动量；线动量陀螺仪¦gain momentum::发展加快；势头增大¦orbital angular momentum::轨道角动量¦momentum balance::动量平衡¦momentum theory::动量理论¦moment of momentum::动量矩；角动量¦momentum integral::动量积分¦momentum coefficient::动量系数	incentives to maintain the momentum of European integration::保持欧洲一体化发展势头的激励措施¦Governments often lose momentum in their second term of office.::政府往往会在第二届任期中丧失冲劲。	n::势头；[物]动量；动力；冲力::impetus, quantity of motion			 moment(瞬间) + um(表名词) → 瞬间迸发的 → 动力， 冲力			
target	'tɑrɡɪt	'tɑːgit	n::靶；目标::something that you are trying to achieve, such as a total, an amount, or a time¦vt:: 把…作为目标::to make something have an effect on a particular limited group or area	on target::到达目标上空；正追踪目标；切题，切中要害¦target market::[经]目标市场¦target language::目的语；目标语言；译入语¦target system::目标系统¦target detection::目标检测；目标探测；目标觉察¦sales target::销售目标¦moving target::n. 活动目标¦strategic target::战略目标¦target audience::目标受众；目标观众；目标客户¦target area::目标区，靶面积¦target customers::目标客户，目标顾客¦target cost::目标成本¦target price::目标价格；指标价格¦target value::目标值¦quality target::质量指标¦hit the target::射中靶子；达到目的¦target group::目标群体¦an easy target::◎容易击中的目标¦target location::n. 目标位置，目标定位；目标搜索¦target zone::目标区	There is no target date for completion of the new project.::这个新的项目何时完工没有预定日期。¦The government may fail to meet (= achieve ) its target of recycling 25% of domestic waste.::政府可能达不到回收利用25%的生活垃圾的目标。¦Jiang set annual growth targets of 8–9%.::江确定了8%至9%的年增长目标。	n::目标；靶子::goal, object, end, cause, aim			 tar + get(达到) → 达到目标 → 目标			
antitrust	,æntɪ'trʌst	ˌænti'trʌst	adj:: 反托拉斯的， 反垄断的::intended to prevent companies from unfairly controlling prices	antitrust law::反垄断法；反托拉斯法；反独占法¦antitrust policy::反托拉斯政策	new tougher antitrust laws::更严厉的新反垄断法¦an antitrust investigation::反垄断调查				 anti(反对) + trust(联合企业， 托拉斯) → 反托拉斯的			
bourse	bʊrs	'buəs	n:: 证券交易所::The bourse of a European city or region is its stock exchange	paris bourse::巴黎证券交易所	So should a respectable bourse be offering the stock?::那么，一家可敬的交易所应该发行这只股票吗？¦You can open countless capital account in different bourse.::你可以在不同的交易所开设无数个资金账户。¦The paris of the restoration at the bourse: a very white colonnade supporting a very smooth frieze ; the whole is square and cost twenty millions.::在交易所广场，是复辟时期的巴黎，雪白的列柱支撑着柱顶盘的光滑中楣，整体呈正方形，造价两千万。	n::交易所::exchange						
obstruct	əb'strʌkt	əb'strʌkt	vi:: 设置障碍， 妨碍::¦vt::阻塞，堵塞；阻碍，阻止，妨碍::to block a road, passage etc		The group is trying to obstruct the peace process.::该团体试图阻挠和平进程。	vt::妨碍；阻塞；遮断::let, violate¦vi::阻塞；设障碍::plug up, block up	adj::obstructive:: 阻碍的；妨碍的¦adj::obstructionist:: 阻挠议事的；蓄意阻挠的¦n::obstruction:: 障碍；阻碍；妨碍¦n::obstructive:: 妨碍物；障碍物¦n::obstructionist:: 妨碍者；蓄意阻挠者¦n::obstructer:: 障碍物；妨碍者¦n::obstructionism:: 蓄意阻挠¦n::obstructor:: 阻碍者；阻碍物		 ob(反) + struct(建造) → 反建造 → 阻碍			
guidance	'gaɪdns	'gaidəns	n:: 咨询， 指导； 领导，引导::help and advice that is given to someone about their work, education, or personal life	under the guidance of::在…的指引下¦guidance system::[空][海]制导系统¦career guidance::就业指导；就业辅导¦vocational guidance::就业指导¦traffic guidance::交通指南；航路指示¦operational guidance::操作指南；运行管理¦inertial guidance::惯性引导¦parental guidance::部分不适合儿童观看的；父母的指导¦window guidance::窗口指导（日本银行的一种信贷分配方式）¦guidance counselor::咨询顾问¦careers guidance::就业指导；择业辅导	a missile with a sophisticated electronic guidance system::有精密电子制导系统的导弹	n::指导，引导；领导::direction, aiming, lead, steering	adj::guided:: 有指导的；有向导的¦n::guide:: 指南；向导；入门书¦n::guideline:: 指导方针¦n::guidebook:: 旅行指南；指导手册¦v::guided:: 指导（guide的过去分词）¦vi::guide:: 担任向导¦vt::guide:: 引导；带领；操纵		 guid(看作guide， 指引， 指导) + ance(表动作) → 引导， 指导			
